45.536	0.0	-0.0563196	-1.31542	0.607323	1.0	-0.0231974	-1.38226	0.845887	2.0	0.0125144	-1.43885	1.08182	3.0	-0.070569	-1.48633	1.21545	4.0	-0.146605	-1.35898	0.982229	5.0	-0.169999	-1.3472	0.714819	6.0	-0.189271	-1.16716	0.93704	7.0	-0.192641	-1.10402	0.999725	8.0	0.0863128	-1.3866	0.964246	9.0	0.115842	-1.23715	0.792759	10.0	0.116576	-1.08111	0.646556	11.0	0.101694	-1.0888	0.606517	12.0	-0.102128	-1.28673	0.61436	13.0	0.128605	-1.08563	0.496496	14.0	0.158485	-0.976135	0.275089	15.0	0.18028	-0.857379	0.240021	16.0	0.00901493	-1.28566	0.606298	17.0	0.158219	-1.02692	0.46565	18.0	0.228231	-0.843851	0.191951	19.0	0.184203	-0.812784	0.265157	20.0	0.00305922	-1.42664	1.02316	21.0	-0.201433	-1.07604	1.02318	22.0	-0.220781	-1.11273	0.981841	23.0	0.101282	-1.06377	0.581018	24.0	0.0926113	-1.06753	0.633622
45.57	0.0	-0.0555163	-1.43126	0.622199	1.0	-0.0236804	-1.4303	0.848728	2.0	0.0110562	-1.44111	1.07901	3.0	-0.0864729	-1.49459	1.21187	4.0	-0.114381	-1.37278	1.07811	5.0	-0.165823	-1.34037	0.755581	6.0	-0.184744	-1.10947	0.996395	7.0	-0.198401	-1.08352	1.04025	8.0	0.0832944	-1.39345	0.966821	9.0	0.112497	-1.17737	0.749633	10.0	0.0660565	-1.27675	0.959077	11.0	0.0810366	-1.34137	0.97035	12.0	-0.0931809	-1.39645	0.650285	13.0	0.109597	-1.00753	0.403773	14.0	0.183441	-0.747087	0.267193	15.0	0.20986	-0.626369	0.234169	16.0	0.00434978	-1.39772	0.600716	17.0	0.0916482	-0.987546	0.407276	18.0	0.17962	-0.740619	0.255392	19.0	0.20608	-0.619939	0.22248	20.0	0.00046809	-1.436	1.02252	21.0	-0.210005	-1.06922	1.08383	22.0	-0.213796	-1.06822	1.06089	23.0	0.0678184	-1.404	1.03921	24.0	0.141392	-1.34949	0.946494
45.603	0.0	-0.177956	-1.47503	0.589209	1.0	-0.105712	-1.45595	0.861766	2.0	-0.0304358	-1.42515	1.13113	3.0	-0.0966371	-1.49413	1.23255	4.0	-0.159802	-1.35695	1.05351	5.0	-0.190904	-1.32721	0.754789	6.0	-0.174188	-1.11581	0.978027	7.0	-0.186363	-1.05875	1.04873	8.0	0.0760917	-1.38818	0.983635	9.0	0.121898	-1.19992	0.797057	10.0	0.0304762	-1.26754	0.982267	11.0	0.0417875	-1.3339	0.998328	12.0	-0.222153	-1.41289	0.609332	13.0	0.106956	-1.0328	0.584326	14.0	0.102964	-0.884792	0.350728	15.0	0.163481	-0.752804	0.324465	16.0	-0.110562	-1.47081	0.57594	17.0	0.0815981	-1.03044	0.546563	18.0	0.137881	-0.841276	0.323277	19.0	0.173986	-0.716885	0.301221	20.0	-0.0498678	-1.43506	1.06421	21.0	-0.212671	-1.03601	1.09172	22.0	-0.209067	-1.04012	1.05722	23.0	0.0506476	-1.39618	1.05842	24.0	0.104172	-1.32193	0.977797
45.636	0.0	-0.187437	-1.44395	0.634667	1.0	-0.108224	-1.43832	0.87604	2.0	-0.0299112	-1.41641	1.13075	3.0	-0.0952484	-1.47995	1.23576	4.0	-0.159256	-1.35389	1.05472	5.0	-0.2126	-1.30063	0.82246	6.0	-0.16838	-1.07295	1.0096	7.0	-0.181488	-1.03018	1.05841	8.0	0.0756867	-1.38378	0.986573	9.0	0.129829	-1.22063	0.839312	10.0	-0.0539978	-1.26784	0.926247	11.0	-0.116415	-1.27701	0.964239	12.0	-0.227605	-1.38237	0.655002	13.0	0.0778795	-1.03472	0.610465	14.0	0.110235	-0.86191	0.401395	15.0	0.16297	-0.734902	0.357513	16.0	-0.124438	-1.44108	0.620357	17.0	0.0957397	-1.06182	0.694332	18.0	0.128526	-0.854695	0.39315	19.0	0.15057	-0.733785	0.354367	20.0	-0.0497782	-1.42491	1.06618	21.0	-0.184111	-1.00962	1.10319	22.0	-0.204504	-1.01756	1.06471	23.0	-0.189357	-1.3038	0.994686	24.0	-0.0585487	-1.26219	1.01662
45.67	0.0	-0.185316	-1.4436	0.635972	1.0	-0.104265	-1.43967	0.880463	2.0	-0.0223693	-1.42165	1.13224	3.0	-0.103906	-1.47415	1.24559	4.0	-0.159956	-1.34593	1.06195	5.0	-0.212034	-1.29826	0.824634	6.0	-0.169585	-1.06442	0.998941	7.0	-0.18066	-1.0119	1.06407	8.0	0.068025	-1.3946	1.00167	9.0	0.129406	-1.22348	0.843127	10.0	0.0446286	-1.28106	1.02367	11.0	-0.00730536	-1.32838	1.0713	12.0	-0.226092	-1.38519	0.656115	13.0	0.104878	-0.980817	0.593171	14.0	0.0825138	-0.823011	0.368317	15.0	0.149975	-0.693882	0.342498	16.0	-0.121597	-1.43972	0.622175	17.0	0.0807013	-1.11507	0.796777	18.0	0.127862	-0.903185	0.494454	19.0	0.157106	-0.782322	0.453236	20.0	-0.043637	-1.42845	1.06894	21.0	-0.190255	-0.978757	1.10229	22.0	-0.214645	-1.01133	1.07394	23.0	-0.0378414	-1.33718	1.1446	24.0	0.0383974	-1.36147	1.07229
45.702	0.0	-0.177113	-1.40539	0.653316	1.0	-0.093653	-1.42892	0.906963	2.0	-0.00356046	-1.43724	1.16889	3.0	-0.115261	-1.4585	1.26292	4.0	-0.170468	-1.32149	1.05851	5.0	-0.249949	-1.29249	0.86738	6.0	-0.231421	-1.07502	1.05885	7.0	-0.176906	-0.992146	1.0816	8.0	0.0441007	-1.40409	1.06429	9.0	0.115047	-1.20617	0.858533	10.0	0.0445626	-1.28964	1.03026	11.0	0.00495398	-1.32883	1.08367	12.0	-0.220457	-1.35118	0.655941	13.0	0.114317	-0.9629	0.593582	14.0	0.135874	-0.802579	0.381663	15.0	0.165917	-0.6593	0.349826	16.0	-0.111082	-1.39688	0.659432	17.0	0.094874	-1.05673	0.735335	18.0	0.123679	-0.889577	0.500593	19.0	0.167552	-0.770533	0.460051	20.0	-0.0273218	-1.43614	1.10259	21.0	-0.163967	-0.973345	1.10839	22.0	-0.175749	-0.987407	1.1113	23.0	-0.0141642	-1.35646	1.1586	24.0	0.0621973	-1.3616	1.0601
45.736	0.0	-0.128839	-1.34092	0.764205	1.0	-0.0641633	-1.38921	0.981889	2.0	0.000507487	-1.43044	1.18549	3.0	-0.135025	-1.43929	1.2765	4.0	-0.132859	-1.26243	1.02317	5.0	-0.206789	-1.24703	0.834022	6.0	-0.208938	-1.06802	1.05334	7.0	-0.169145	-0.976263	1.07623	8.0	0.0373584	-1.40269	1.08	9.0	0.107531	-1.20359	0.883746	10.0	-0.0413937	-1.26735	1.0827	11.0	-0.101042	-1.29072	1.15004	12.0	-0.167271	-1.28964	0.748464	13.0	0.112848	-0.953867	0.594759	14.0	0.142847	-0.807571	0.377223	15.0	0.166547	-0.663131	0.348457	16.0	-0.0688112	-1.33032	0.78397	17.0	0.143418	-1.007	0.806068	18.0	0.181124	-0.805599	0.515199	19.0	0.249327	-0.700396	0.476224	20.0	-0.0156075	-1.42093	1.13923	21.0	-0.164188	-0.942718	1.11318	22.0	-0.146007	-0.974878	1.09749	23.0	-0.150518	-1.31078	1.21336	24.0	-0.0528503	-1.29612	1.18631
45.769	0.0	-0.128021	-1.34038	0.764242	1.0	-0.0635549	-1.38789	0.981423	2.0	0.00142887	-1.42815	1.18591	3.0	-0.0817855	-1.44641	1.2842	4.0	-0.160618	-1.29745	1.11595	5.0	-0.340138	-1.30098	1.23966	6.0	-0.199099	-1.0734	1.15356	7.0	-0.179693	-0.975236	1.07802	8.0	0.0348768	-1.40306	1.08672	9.0	0.101896	-1.20877	0.891652	10.0	-0.000979497	-1.06028	0.791631	11.0	0.0258795	-1.03617	0.736129	12.0	-0.168481	-1.29251	0.758921	13.0	0.109864	-0.94812	0.594457	14.0	0.130791	-0.807454	0.370525	15.0	0.158418	-0.664359	0.341357	16.0	-0.065835	-1.33277	0.772808	17.0	0.12125	-1.00127	0.749837	18.0	0.157367	-0.808658	0.450457	19.0	0.214328	-0.696108	0.412994	20.0	-0.0149831	-1.41934	1.1388	21.0	-0.149555	-0.956025	1.05753	22.0	-0.195219	-0.949541	1.07728	23.0	0.0264023	-1.02166	0.718227	24.0	0.0251414	-1.02378	0.736835
45.802	0.0	-0.125582	-1.3378	0.775954	1.0	-0.0617354	-1.38543	0.985905	2.0	0.00428183	-1.42409	1.19142	3.0	-0.0837238	-1.44254	1.31105	4.0	-0.159252	-1.29606	1.11941	5.0	-0.338078	-1.28437	1.21303	6.0	-0.252871	-1.08733	1.12115	7.0	-0.178154	-0.960039	1.07133	8.0	0.0349318	-1.40211	1.09784	9.0	0.131811	-1.50499	0.967869	10.0	0.161538	-1.4399	0.780002	11.0	0.160004	-1.42975	0.752692	12.0	-0.167098	-1.28993	0.784457	13.0	0.108702	-0.947865	0.594235	14.0	0.118623	-0.795054	0.346782	15.0	0.15146	-0.662083	0.295771	16.0	-0.0636407	-1.32941	0.776846	17.0	0.117498	-1.00012	0.757308	18.0	0.156122	-0.807503	0.450087	19.0	0.213022	-0.695028	0.412312	20.0	-0.0129575	-1.41645	1.14195	21.0	-0.152273	-0.934573	1.06614	22.0	-0.195887	-0.926386	1.07841	23.0	0.154833	-1.42016	0.700743	24.0	0.175539	-1.43024	0.74876
45.837	0.0	-0.108087	-1.36158	0.886122	1.0	-0.11009	-1.40443	1.17572	2.0	-0.108775	-1.43703	1.46117	3.0	-0.120929	-1.43261	1.59959	4.0	-0.255107	-1.33671	1.33831	5.0	-0.3391	-1.24623	1.17655	6.0	-0.234772	-1.0011	1.0979	7.0	-0.177737	-0.946647	1.05987	8.0	0.0438207	-1.45069	1.33949	9.0	0.103839	-1.48646	1.07985	10.0	0.160482	-1.43273	0.821957	11.0	0.158092	-1.4184	0.773771	12.0	-0.14318	-1.29324	0.876148	13.0	0.0740147	-1.01175	0.683381	14.0	0.116606	-0.813343	0.368555	15.0	0.161053	-0.692968	0.331662	16.0	-0.0521957	-1.36916	0.898281	17.0	0.0815942	-1.02778	0.707839	18.0	0.122745	-0.855952	0.378206	19.0	0.145439	-0.723775	0.318764	20.0	-0.109742	-1.43082	1.39038	21.0	-0.18916	-0.921553	1.02243	22.0	-0.160712	-0.923175	1.08849	23.0	0.150177	-1.4112	0.733283	24.0	0.188643	-1.39946	0.768691
